R86,3173715.044965,0.213737,3173715.045040,3173715.258790
R87,3173715.045493,0.016575,3173715.258796,3173715.275375
R88,3173715.158140,0.041423,3173715.275378,3173715.316804
R89,3173715.180408,0.142759,3173715.316808,3173715.459570
R90,3173715.485683,0.067004,3173715.485748,3173715.552762
R91,3173715.541298,0.050211,3173715.552769,3173715.602983
R92,3173715.649572,0.008747,3173715.649637,3173715.658399
R93,3173715.794926,0.117992,3173715.794997,3173715.913003
R94,3173715.889525,0.404774,3173715.913010,3173716.317787
R95,3173715.934884,0.175048,3173716.317790,3173716.492840
R96,3173716.042429,0.082609,3173716.492844,3173716.575456
R97,3173716.214631,0.114795,3173716.575459,3173716.690258
R98,3173716.219145,0.216275,3173716.690261,3173716.906539
R99,3173716.443050,0.148173,3173716.906542,3173717.054719
R100,3173716.701270,0.113487,3173717.054722,3173717.168213
R101,3173717.186791,0.342518,3173717.186855,3173717.529383
R102,3173717.478902,0.057307,3173717.529389,3173717.586700
R103,3173717.616314,0.147669,3173717.616378,3173717.764057
R104,3173717.638706,0.006677,3173717.764064,3173717.770742
R105,3173717.913433,0.023756,3173717.913501,3173717.937270
R106,3173718.044563,0.021687,3173718.044627,3173718.066326
R107,3173718.168674,0.031755,3173718.168737,3173718.200506
R108,3173718.319435,0.021935,3173718.319499,3173718.341447
R109,3173718.369272,0.083549,3173718.369335,3173718.452894
R110,3173718.378908,0.087755,3173718.452901,3173718.540659
R111,3173718.410557,0.296387,3173718.540663,3173718.837054
R112,3173718.499906,0.065824,3173718.837057,3173718.902885
R113,3173718.540982,0.010019,3173718.902888,3173718.912910
R114,3173718.699784,0.074818,3173718.912912,3173718.987733
R115,3173718.779499,0.049959,3173718.987736,3173719.037699
R116,3173719.140518,0.156817,3173719.140585,3173719.297411
R117,3173719.191774,0.000270,3173719.297417,3173719.297692
R118,3173719.263040,0.076042,3173719.297696,3173719.373741
R119,3173719.315926,0.022203,3173719.373744,3173719.395947
R120,3173719.539833,0.054968,3173719.539900,3173719.594880
R121,3173719.680513,0.030315,3173719.680593,3173719.710920
R122,3173719.762726,0.016798,3173719.762791,3173719.779601
R123,3173719.918368,0.003477,3173719.918449,3173719.921941
R124,3173720.039923,0.099223,3173720.040024,3173720.139260
R125,3173720.106729,0.084593,3173720.139266,3173720.223864
R126,3173720.246818,0.017009,3173720.246897,3173720.263917
R127,3173720.300119,0.082217,3173720.300182,3173720.382408
R128,3173720.417540,0.033171,3173720.417606,3173720.450787
R129,3173720.581550,0.018826,3173720.581618,3173720.600457
R130,3173720.750151,0.096201,3173720.750216,3173720.846429
R131,3173721.067309,0.024785,3173721.067374,3173721.092170
R132,3173721.199667,0.007644,3173721.199731,3173721.207390
R133,3173721.294701,0.174891,3173721.294767,3173721.469671
R134,3173721.332428,0.008202,3173721.469677,3173721.477883
R135,3173721.477276,0.037399,3173721.477887,3173721.515289
R136,3173721.492028,0.074955,3173721.515292,3173721.590252
R137,3173721.599491,0.028398,3173721.599556,3173721.627962
R138,3173721.736782,0.028351,3173721.736848,3173721.765210
R139,3173721.923672,0.017534,3173721.923738,3173721.941286
R140,3173721.973670,0.000299,3173721.973748,3173721.974060
R141,3173722.493441,0.033557,3173722.493518,3173722.527088
R142,3173722.713037,0.047799,3173722.713103,3173722.760914
R143,3173722.739106,0.209371,3173722.760921,3173722.970296
R144,3173723.137280,0.100075,3173723.137344,3173723.237431
R145,3173723.318238,0.096473,3173723.318302,3173723.414787
R146,3173723.334386,0.124036,3173723.414794,3173723.538834
R147,3173723.394921,0.206683,3173723.538837,3173723.745524
R148,3173723.753127,0.018966,3173723.753192,3173723.772168
R149,3173724.000621,0.066181,3173724.000691,3173724.066885
R150,3173724.197904,0.196097,3173724.197968,3173724.394078
R151,3173724.242011,0.172609,3173724.394085,3173724.566697
R152,3173724.542516,0.071541,3173724.566700,3173724.638244
R153,3173724.628702,0.026674,3173724.638247,3173724.664923
R154,3173724.650912,0.056505,3173724.664926,3173724.721435
R155,3173724.900838,0.157508,3173724.900901,3173725.058422
R156,3173724.978717,0.028665,3173725.058428,3173725.087096
R157,3173725.064365,0.096048,3173725.087099,3173725.183150
R158,3173725.089241,0.012477,3173725.183154,3173725.195634
R159,3173725.251785,0.056509,3173725.251855,3173725.308375
R160,3173725.367303,0.107356,3173725.367367,3173725.474735
R161,3173725.594932,0.020915,3173725.594996,3173725.615921
R162,3173725.619471,0.010772,3173725.619535,3173725.630318
R163,3173725.705751,0.037248,3173725.705819,3173725.743080
R164,3173725.724353,0.223892,3173725.743087,3173725.966982
R165,3173725.773451,0.081093,3173725.966985,3173726.048082
R166,3173726.072360,0.142038,3173726.072425,3173726.214472
R167,3173726.298986,0.033994,3173726.299052,3173726.333058
R168,3173726.384658,0.089615,3173726.384721,3173726.474348
R169,3173726.447341,0.024969,3173726.474355,3173726.499327
R170,3173726.564690,0.006276,3173726.564754,3173726.571048
R171,3173726.585190,0.086823,3173726.585256,3173726.672088
R172,3173726.599460,0.028338,3173726.672095,3173726.700435
R173,3173726.655955,0.007964,3173726.700439,3173726.708404
R174,3173726.706279,0.227135,3173726.708407,3173726.935547
R175,3173726.775966,0.025709,3173726.935550,3173726.961260
R176,3173726.885476,0.119546,3173726.961263,3173727.080812
R177,3173727.019874,0.014259,3173727.080815,3173727.095076
R178,3173727.103417,0.081884,3173727.103497,3173727.185391
R179,3173727.371659,0.019416,3173727.371726,3173727.391153
R180,3173727.462818,0.046289,3173727.462887,3173727.509186
R181,3173727.564755,0.041793,3173727.564821,3173727.606624
R182,3173727.786210,0.032879,3173727.786294,3173727.819182
R183,3173727.821234,0.084827,3173727.821310,3173727.906147
R184,3173727.984610,0.034405,3173727.984691,3173728.019105
R185,3173728.508292,0.012189,3173728.508366,3173728.520581
R186,3173728.793110,0.000452,3173728.793184,3173728.793664
R187,3173728.859238,0.124078,3173728.859329,3173728.983419
R188,3173729.050388,0.010149,3173729.050452,3173729.060613
R189,3173729.093855,0.106380,3173729.093920,3173729.200310
R190,3173729.344666,0.049684,3173729.344748,3173729.394444
R191,3173729.350974,0.102558,3173729.394450,3173729.497012
R192,3173729.888810,0.053521,3173729.888877,3173729.942410
R193,3173729.918421,0.008219,3173729.942416,3173729.950640
R194,3173730.168907,0.040226,3173730.168975,3173730.209214
R195,3173730.182023,0.089198,3173730.209220,3173730.298422
R196,3173730.226926,0.011768,3173730.298425,3173730.310195
R197,3173730.433929,0.004575,3173730.433981,3173730.438573
R198,3173730.440545,0.126507,3173730.440607,3173730.567124
R199,3173730.517045,0.048700,3173730.567130,3173730.615834
R200,3173730.664291,0.074226,3173730.664354,3173730.738591
R201,3173730.680150,0.062901,3173730.738598,3173730.801503
R202,3173730.788188,0.037441,3173730.801507,3173730.838950
R203,3173730.901192,0.182978,3173730.901258,3173731.084249
R204,3173730.946551,0.015509,3173731.084255,3173731.099767
R205,3173731.027479,0.062168,3173731.099771,3173731.161941
R206,3173731.145099,0.075569,3173731.161945,3173731.237517
R207,3173731.265699,0.147569,3173731.265764,3173731.413342
R208,3173731.298970,0.008672,3173731.413348,3173731.422022
R209,3173731.308057,0.015492,3173731.422026,3173731.437519
R210,3173731.629741,0.021294,3173731.629813,3173731.651120
R211,3173731.711904,0.028638,3173731.711969,3173731.740619
R212,3173731.931051,0.175501,3173731.931114,3173732.106627
R213,3173731.986295,0.140575,3173732.106634,3173732.247214
R214,3173732.039048,0.003084,3173732.247217,3173732.250303
R215,3173732.173591,0.125520,3173732.250306,3173732.375828
R216,3173732.210809,0.150710,3173732.375831,3173732.526543
R217,3173732.333740,0.020813,3173732.526546,3173732.547361
R218,3173732.379794,0.078991,3173732.547363,3173732.626357
R219,3173732.407384,0.093560,3173732.626360,3173732.719923
R220,3173732.421919,0.105920,3173732.719926,3173732.825849
R221,3173732.612483,0.042734,3173732.825852,3173732.868589
R222,3173732.640436,0.047431,3173732.868592,3173732.916025
R223,3173732.687854,0.040613,3173732.916028,3173732.956644
R224,3173732.720692,0.014008,3173732.956646,3173732.970655
R225,3173732.815834,0.001224,3173732.970657,3173732.971882
R226,3173732.917161,0.040128,3173732.971885,3173733.012014
R227,3173732.976964,0.111429,3173733.012017,3173733.123449
R228,3173733.022525,0.087404,3173733.123452,3173733.210859
R229,3173733.060243,0.210052,3173733.210862,3173733.420917
R230,3173733.160705,0.138300,3173733.420920,3173733.559222
R231,3173733.305501,0.031158,3173733.559225,3173733.590386
R232,3173733.455109,0.000502,3173733.590389,3173733.590892
R233,3173733.584883,0.154777,3173733.590895,3173733.745674
R234,3173733.680056,0.085763,3173733.745677,3173733.831443
R235,3173733.800499,0.042667,3173733.831446,3173733.874117
R236,3173733.891864,0.105744,3173733.891929,3173733.997683
R237,3173733.948076,0.094385,3173733.997690,3173734.092078
R238,3173734.150451,0.002787,3173734.150518,3173734.153326
R239,3173734.171195,0.096456,3173734.171270,3173734.267736
R240,3173734.179408,0.080404,3173734.267742,3173734.348149
R241,3173734.205384,0.069912,3173734.348152,3173734.418069
R242,3173734.356010,0.000477,3173734.418072,3173734.418552
R243,3173734.356156,0.025269,3173734.418555,3173734.443825
R244,3173734.401683,0.162400,3173734.443828,3173734.606231
R245,3173734.534846,0.034797,3173734.606235,3173734.641035
R246,3173734.559834,0.176004,3173734.641038,3173734.817044
R247,3173734.697417,0.031313,3173734.817047,3173734.848362
R248,3173734.829835,0.017177,3173734.848365,3173734.865543
R249,3173735.100209,0.058341,3173735.100277,3173735.158631
R250,3173735.121585,0.093829,3173735.158637,3173735.252471
R251,3173735.342318,0.017675,3173735.342382,3173735.360069
R252,3173735.635481,0.102034,3173735.635563,3173735.737612
R253,3173735.698219,0.066062,3173735.737623,3173735.803689
R254,3173735.952224,0.224617,3173735.952287,3173736.176916
R255,3173736.120136,0.217625,3173736.176922,3173736.394553
R256,3173736.153322,0.225779,3173736.394556,3173736.620340
R257,3173736.253545,0.067019,3173736.620342,3173736.687364
R258,3173736.338805,0.133972,3173736.687368,3173736.821342
R259,3173736.688686,0.075219,3173736.821346,3173736.896567
R260,3173736.899037,0.446682,3173736.899100,3173737.345789
R261,3173737.032870,0.032697,3173737.345796,3173737.378496
R262,3173737.376196,0.074129,3173737.378499,3173737.452634
R263,3173737.635445,0.118692,3173737.635510,3173737.754214
R264,3173737.762386,0.132026,3173737.762451,3173737.894485
R265,3173737.949085,0.077275,3173737.949103,3173738.026384
R266,3173737.987207,0.015222,3173738.026393,3173738.041621
R267,3173738.066709,0.166926,3173738.066771,3173738.233706
R268,3173738.265108,0.090990,3173738.265174,3173738.356174
R269,3173738.523082,0.078892,3173738.523155,3173738.602058
R270,3173738.589571,0.086444,3173738.602065,3173738.688514
R271,3173738.703149,0.013381,3173738.703213,3173738.716605
R272,3173738.799830,0.002793,3173738.799896,3173738.802712
R273,3173738.907983,0.060844,3173738.908058,3173738.968911
R274,3173739.058869,0.060309,3173739.058931,3173739.119261
R275,3173739.282305,0.056081,3173739.282383,3173739.338477
R276,3173739.297254,0.004143,3173739.338484,3173739.342629
R277,3173739.386518,0.040465,3173739.386584,3173739.427060
R278,3173739.597013,0.050142,3173739.597078,3173739.647231
R279,3173739.723914,0.044405,3173739.723980,3173739.768396
R280,3173739.743358,0.043514,3173739.768403,3173739.811922
R281,3173739.778830,0.105368,3173739.811925,3173739.917297
R282,3173739.781036,0.139697,3173739.917300,3173740.057002
R283,3173739.887622,0.049328,3173740.057006,3173740.106336
R284,3173739.996868,0.444320,3173740.106338,3173740.550662
R285,3173740.077981,0.006430,3173740.550665,3173740.557100
R286,3173740.085552,0.075793,3173740.557102,3173740.632899
R287,3173740.213532,0.020682,3173740.632902,3173740.653587
R288,3173740.245014,0.214219,3173740.653590,3173740.867811
R289,3173740.369381,0.051790,3173740.867814,3173740.919608
R290,3173740.536784,0.158420,3173740.919611,3173741.078034
R291,3173740.608947,0.247849,3173741.078037,3173741.325888
R292,3173740.990258,0.121398,3173741.325891,3173741.447291
R293,3173741.276949,0.064123,3173741.447294,3173741.511421
R294,3173741.327684,0.054102,3173741.511423,3173741.565528
R295,3173741.358610,0.052306,3173741.565531,3173741.617855
R296,3173741.732634,0.284973,3173741.732700,3173742.017684
R297,3173742.002257,0.051047,3173742.017690,3173742.068741
R298,3173742.027646,0.121196,3173742.068744,3173742.189943
R299,3173742.217044,0.024821,3173742.217108,3173742.241938
R300,3173742.511000,0.275881,3173742.511070,3173742.786964
R301,3173742.690240,0.042900,3173742.786971,3173742.829875
R302,3173742.740653,0.067370,3173742.829879,3173742.897251
R303,3173742.843505,0.017666,3173742.897254,3173742.914921
R304,3173742.965174,0.037204,3173742.965241,3173743.002453
R305,3173743.046433,0.206932,3173743.046497,3173743.253439
R306,3173743.179060,0.077732,3173743.253445,3173743.331182
R307,3173743.208641,0.009690,3173743.331186,3173743.340879
R308,3173743.459360,0.018491,3173743.459422,3173743.477921
R309,3173743.517828,0.074849,3173743.517890,3173743.592750
R310,3173743.647825,0.075599,3173743.647889,3173743.723498
R311,3173743.788923,0.068580,3173743.788987,3173743.857575
R312,3173743.796513,0.023158,3173743.857582,3173743.880746
R313,3173743.900174,0.035113,3173743.900236,3173743.935357
R314,3173743.902566,0.214415,3173743.935364,3173744.149783
R315,3173743.903712,0.122722,3173744.149787,3173744.272513
R316,3173744.018701,0.225595,3173744.272517,3173744.498125
R317,3173744.291471,0.049514,3173744.498140,3173744.547660
R318,3173744.315231,0.132156,3173744.547664,3173744.679828
R319,3173744.398848,0.281006,3173744.679831,3173744.960842
R320,3173744.526217,0.028881,3173744.960845,3173744.989734
R321,3173744.547328,0.037979,3173744.989738,3173745.027723
R322,3173744.814685,0.114741,3173745.027727,3173745.142474
R323,3173745.101806,0.026568,3173745.142478,3173745.169051
R324,3173745.182552,0.010873,3173745.182623,3173745.193514
R325,3173745.548902,0.081336,3173745.548977,3173745.630324
R326,3173745.799848,0.215346,3173745.799914,3173746.015268
R327,3173745.958382,0.027640,3173746.015274,3173746.042920
R328,3173745.983815,0.018906,3173746.042923,3173746.061832
R329,3173746.006686,0.016156,3173746.061835,3173746.077994
R330,3173746.129671,0.021516,3173746.129734,3173746.151262
R331,3173746.146607,0.001164,3173746.151269,3173746.152435
R332,3173746.513616,0.010652,3173746.513690,3173746.524369
R333,3173746.535539,0.087139,3173746.535619,3173746.622767
R334,3173746.612996,0.008859,3173746.622774,3173746.631634
R335,3173746.921464,0.006097,3173746.921529,3173746.927645
R336,3173747.040533,0.057170,3173747.040604,3173747.097784
R337,3173747.103095,0.028915,3173747.103176,3173747.132099
R338,3173747.174821,0.202906,3173747.174886,3173747.377803
R339,3173747.209802,0.017633,3173747.377811,3173747.395452
R340,3173747.314192,0.047113,3173747.395455,3173747.442572
R341,3173747.318617,0.116660,3173747.442575,3173747.559239
R342,3173747.528809,0.516639,3173747.559242,3173748.075897
R343,3173747.583897,0.061782,3173748.075912,3173748.137702
R344,3173747.588441,0.090341,3173748.137706,3173748.228054
R345,3173747.616486,0.033077,3173748.228057,3173748.261139
R346,3173747.766897,0.086706,3173748.261142,3173748.347853
R347,3173748.042070,0.004289,3173748.347856,3173748.352147
R348,3173748.094296,0.135519,3173748.352150,3173748.487674
R349,3173748.276232,0.095455,3173748.487678,3173748.583135
R350,3173748.426202,0.031278,3173748.583140,3173748.614423
R351,3173748.719379,0.029477,3173748.719450,3173748.748939
R352,3173748.893922,0.017464,3173748.894018,3173748.911493
R353,3173749.101105,0.004577,3173749.101168,3173749.105757
R354,3173749.212900,0.014260,3173749.212986,3173749.227263
R355,3173749.226278,0.012198,3173749.227273,3173749.239475
R356,3173749.261270,0.004984,3173749.261334,3173749.266330
R357,3173749.372456,0.242465,3173749.372528,3173749.615008
R358,3173749.647865,0.216100,3173749.647927,3173749.864035
R359,3173749.655078,0.024751,3173749.864041,3173749.888794
R360,3173749.734220,0.015411,3173749.888798,3173749.904209
R361,3173749.844768,0.053912,3173749.904212,3173749.958130
R362,3173749.954583,0.217050,3173749.958133,3173750.175188
R363,3173750.165885,0.072739,3173750.175191,3173750.247934
R364,3173750.259347,0.021266,3173750.259412,3173750.280689
R365,3173750.422741,0.083666,3173750.422808,3173750.506484
R366,3173750.461092,0.001399,3173750.506491,3173750.507894
R367,3173750.557667,0.035585,3173750.557732,3173750.593327
R368,3173750.892822,0.061622,3173750.892887,3173750.954519
R369,3173750.921617,0.030581,3173750.954526,3173750.985111
R370,3173750.985679,0.086335,3173750.985685,3173751.072034
R371,3173751.128077,0.026114,3173751.128144,3173751.154267
R372,3173751.201311,0.033734,3173751.201390,3173751.235136
R373,3173751.353147,0.118652,3173751.353211,3173751.471874
R374,3173751.383336,0.095889,3173751.471880,3173751.567773
R375,3173751.420658,0.155427,3173751.567776,3173751.723206
R376,3173751.422703,0.076517,3173751.723209,3173751.799727
R377,3173751.661874,0.091875,3173751.799730,3173751.891608
R378,3173751.710359,0.156990,3173751.891611,3173752.048605
R379,3173751.803902,0.024668,3173752.048608,3173752.073281
R380,3173751.839902,0.060194,3173752.073284,3173752.133484
R381,3173751.849412,0.078769,3173752.133488,3173752.212262
R382,3173752.125123,0.143518,3173752.212265,3173752.355788
R383,3173752.219795,0.111220,3173752.355792,3173752.467016
R384,3173752.618944,0.037183,3173752.619022,3173752.656216
R385,3173752.671645,0.002013,3173752.671710,3173752.673735
R386,3173752.677264,0.055665,3173752.677329,3173752.733005
R387,3173752.677906,0.102658,3173752.733011,3173752.835673
R388,3173752.721230,0.059006,3173752.835677,3173752.894686
R389,3173752.935688,0.006791,3173752.935698,3173752.942501
R390,3173753.014459,0.055081,3173753.014543,3173753.069634
R391,3173753.040957,0.003697,3173753.069641,3173753.073342
R392,3173753.362074,0.023404,3173753.362146,3173753.385563
R393,3173753.373104,0.078733,3173753.385570,3173753.464306
R394,3173753.528427,0.271566,3173753.528494,3173753.800072
R395,3173753.540615,0.015136,3173753.800079,3173753.815219
R396,3173753.793239,0.117988,3173753.815222,3173753.933214
R397,3173753.874016,0.000584,3173753.933220,3173753.933807
R398,3173754.061891,0.111130,3173754.061982,3173754.173124
R399,3173754.169936,0.213201,3173754.173131,3173754.386336
R400,3173754.340134,0.129124,3173754.386340,3173754.515466
R401,3173754.352812,0.008917,3173754.515469,3173754.524388
R402,3173754.718674,0.022795,3173754.718738,3173754.741545
R403,3173754.758861,0.008322,3173754.758923,3173754.767257
R404,3173754.966289,0.027053,3173754.966366,3173754.993431
R405,3173755.137958,0.231335,3173755.138021,3173755.369368
R406,3173755.161754,0.008473,3173755.369461,3173755.377961
R407,3173755.340598,0.155508,3173755.377974,3173755.533490
R408,3173755.836736,0.098263,3173755.836813,3173755.935089
R409,3173755.888975,0.047489,3173755.935096,3173755.982588
R410,3173755.965200,0.032628,3173755.982591,3173756.015220
R411,3173756.097882,0.011603,3173756.097946,3173756.109566
R412,3173756.212578,0.039568,3173756.212654,3173756.252234
R413,3173756.223178,0.089871,3173756.252240,3173756.342113
R414,3173756.241593,0.177164,3173756.342116,3173756.519284
R415,3173756.256792,0.019735,3173756.519287,3173756.539023
R416,3173756.365964,0.062721,3173756.539025,3173756.601749
R417,3173756.503923,0.239051,3173756.601752,3173756.840807
R418,3173756.550737,0.010851,3173756.840951,3173756.851831
R419,3173756.733483,0.060290,3173756.851842,3173756.912138
R420,3173756.738371,0.019809,3173756.912142,3173756.931960
R421,3173756.802083,0.014546,3173756.931963,3173756.946515
R422,3173756.877419,0.047395,3173756.946518,3173756.993919
R423,3173756.923491,0.087434,3173756.993923,3173757.081368
R424,3173756.924180,0.051650,3173757.081378,3173757.133035
R425,3173756.941049,0.126272,3173757.133038,3173757.259313
R426,3173756.952045,0.096180,3173757.259317,3173757.355500
R427,3173757.144732,0.168241,3173757.355503,3173757.523749
R428,3173757.446046,0.004028,3173757.523752,3173757.527782
R429,3173757.454144,0.016247,3173757.527785,3173757.544034
R430,3173757.547753,0.009667,3173757.547820,3173757.557496
R431,3173757.876414,0.075568,3173757.876489,3173757.952068
R432,3173757.937798,0.100425,3173757.952075,3173758.052505
R433,3173758.064959,0.043493,3173758.065023,3173758.108525
R434,3173758.161871,0.071832,3173758.161938,3173758.233781
R435,3173758.377924,0.020890,3173758.377989,3173758.398890
R436,3173758.696095,0.039060,3173758.696166,3173758.735238
R437,3173758.890732,0.008548,3173758.890796,3173758.899352
R438,3173758.950874,0.040826,3173758.950939,3173758.991777
R439,3173759.157137,0.226737,3173759.157224,3173759.383976
R440,3173759.329083,0.148383,3173759.383984,3173759.532371
R441,3173759.565624,0.084035,3173759.565689,3173759.649733
R442,3173759.722292,0.081660,3173759.722362,3173759.804032
R443,3173759.813043,0.072056,3173759.813106,3173759.885171
R444,3173759.900295,0.002493,3173759.900360,3173759.902864
R445,3173760.039585,0.076296,3173760.039659,3173760.115967
R446,3173760.215886,0.012951,3173760.215950,3173760.228916
R447,3173760.234602,0.125202,3173760.234667,3173760.359878
R448,3173760.261861,0.110767,3173760.359885,3173760.470655
R449,3173760.494329,0.091561,3173760.494392,3173760.585962
R450,3173760.519757,0.009298,3173760.585968,3173760.595268
R451,3173760.566689,0.008987,3173760.595271,3173760.604259
R452,3173760.840837,0.026262,3173760.840904,3173760.867178
R453,3173760.922530,0.028276,3173760.922593,3173760.950881
R454,3173760.950386,0.244790,3173760.950905,3173761.195699
R455,3173761.084378,0.058923,3173761.195702,3173761.254628
R456,3173761.115750,0.229529,3173761.254632,3173761.484163
R457,3173761.304151,0.029083,3173761.484166,3173761.513253
R458,3173761.323319,0.086190,3173761.513255,3173761.599449
R459,3173761.426237,0.022089,3173761.599452,3173761.621544
R460,3173761.684598,0.082710,3173761.684662,3173761.767380
R461,3173761.824711,0.139719,3173761.824775,3173761.964505
R462,3173762.048105,0.002405,3173762.048177,3173762.050604
R463,3173762.233629,0.080103,3173762.233705,3173762.313820
R464,3173762.345208,0.124095,3173762.345289,3173762.469393
R465,3173762.525581,0.006655,3173762.525649,3173762.532322
R466,3173762.567398,0.015801,3173762.567472,3173762.583286
R467,3173762.832446,0.037163,3173762.832518,3173762.869693
R468,3173762.857104,0.039663,3173762.869700,3173762.909367
R469,3173762.930266,0.008844,3173762.930330,3173762.939189
R470,3173763.060618,0.169660,3173763.060678,3173763.230346
R471,3173763.109886,0.009167,3173763.230352,3173763.239527
R472,3173763.226826,0.115431,3173763.239531,3173763.354965
R473,3173763.431684,0.038080,3173763.431748,3173763.469840
R474,3173763.495289,0.026476,3173763.495352,3173763.521838
R475,3173763.557954,0.005890,3173763.558016,3173763.563918
R476,3173763.672386,0.047165,3173763.672458,3173763.719635
R477,3173763.962166,0.093622,3173763.962243,3173764.055877
R478,3173764.228496,0.053165,3173764.228559,3173764.281734
R479,3173764.305678,0.021178,3173764.305741,3173764.326928
R480,3173764.348924,0.071644,3173764.348973,3173764.420625
R481,3173764.384237,0.011231,3173764.420632,3173764.431866
