R482,3173764.429034,0.054519,3173764.431869,3173764.486393
R483,3173764.602049,0.017816,3173764.602114,3173764.619942
R484,3173764.685214,0.011930,3173764.685277,3173764.697225
R485,3173764.929976,0.017004,3173764.930067,3173764.947086
R486,3173764.973352,0.192528,3173764.973422,3173765.165959
R487,3173764.973712,0.137790,3173765.165966,3173765.303759
R488,3173765.016308,0.096936,3173765.303762,3173765.400701
R489,3173765.147717,0.003813,3173765.400704,3173765.404521
R490,3173765.171833,0.124326,3173765.404524,3173765.528853
R491,3173765.573315,0.164599,3173765.573378,3173765.737986
R492,3173765.588305,0.429100,3173765.737992,3173766.167099
R493,3173765.617348,0.091862,3173766.167103,3173766.258968
R494,3173765.713370,0.146954,3173766.258971,3173766.405927
R495,3173765.791758,0.103706,3173766.405930,3173766.509640
R496,3173766.070342,0.017920,3173766.509642,3173766.527566
R497,3173766.135305,0.014006,3173766.527568,3173766.541577
R498,3173766.362820,0.032612,3173766.541579,3173766.574195
R499,3173766.502798,0.063366,3173766.574198,3173766.637566,
