R232:2910341.737327,0.000502,2910342.177355,2910342.177857
R233:2910341.841166,0.154777,2910342.177861,2910342.332652
R234:2910341.917317,0.085763,2910342.332657,2910342.418428
R235:2910342.013684,0.042667,2910342.418437,2910342.461122
R236:2910342.086789,0.105744,2910342.461127,2910342.566879
R237:2910342.131772,0.094385,2910342.566886,2910342.661285
R238:2910342.293684,0.002787,2910342.661293,2910342.664083
R239:2910342.310294,0.096456,2910342.664087,2910342.760558
R240:2910342.316870,0.080404,2910342.760567,2910342.840981
R241:2910342.337656,0.069912,2910342.840989,2910342.910910
R242:2910342.458165,0.000477,2910342.910918,2910342.911409
R243:2910342.458299,0.025269,2910342.911414,2910342.936691
R244:2910342.494726,0.162400,2910342.936695,2910343.099107
R245:2910342.601266,0.034797,2910343.099116,2910343.133928
R246:2910342.621275,0.176004,2910343.133956,2910343.309974
R247:2910342.731349,0.031313,2910343.309983,2910343.341306
R248:2910342.837299,0.017177,2910343.341314,2910343.358499
R249:2910343.053614,0.058341,2910343.358509,2910343.416861
R250:2910343.070729,0.093829,2910343.416866,2910343.510706
R251:2910343.247326,0.017675,2910343.510715,2910343.528401
R252:2910343.481867,0.102034,2910343.528411,2910343.630458
R253:2910343.532064,0.066062,2910343.630465,2910343.696536
R254:2910343.735276,0.224617,2910343.735360,2910343.960007
R255:2910343.869614,0.217625,2910343.960022,2910344.177662
R256:2910343.896181,0.225779,2910344.177669,2910344.403473
R257:2910343.976377,0.067019,2910344.403482,2910344.470521
R258:2910344.044606,0.133972,2910344.470527,2910344.604510
R259:2910344.324533,0.075219,2910344.604517,2910344.679745
R260:2910344.492844,0.446682,2910344.679755,2910345.126454
R261:2910344.599930,0.032697,2910345.126462,2910345.159177
R262:2910344.874608,0.074129,2910345.159183,2910345.233327
R263:2910345.082023,0.118692,2910345.233333,2910345.352045
R264:2910345.183596,0.132026,2910345.352052,2910345.484093
R265:2910345.332974,0.077275,2910345.484099,2910345.561389
R266:2910345.363479,0.015222,2910345.561396,2910345.576632
R267:2910345.427093,0.166926,2910345.576647,2910345.743583
R268:2910345.585824,0.090990,2910345.743591,2910345.834597
R269:2910345.792218,0.078892,2910345.834604,2910345.913509
R270:2910345.845429,0.086444,2910345.913514,2910345.999973
R271:2910345.936305,0.013381,2910345.999980,2910346.013367
R272:2910346.013664,0.002793,2910346.013767,2910346.016573
R273:2910346.100206,0.060844,2910346.100238,2910346.161101
R274:2910346.220936,0.060309,2910346.221046,2910346.281394
R275:2910346.399698,0.056081,2910346.399802,2910346.455901
R276:2910346.411669,0.004143,2910346.455914,2910346.460064
R277:2910346.483094,0.040465,2910346.483181,2910346.523675
R278:2910346.651507,0.050142,2910346.651596,2910346.701761
R279:2910346.753045,0.044405,2910346.753143,2910346.797566
R280:2910346.768613,0.043514,2910346.797578,2910346.841099
R281:2910346.797004,0.105368,2910346.841105,2910346.946480
R282:2910346.798772,0.139697,2910346.946486,2910347.086214
R283:2910346.884047,0.049328,2910347.086229,2910347.135572
R284:2910346.971454,0.444320,2910347.135579,2910347.579914
R285:2910347.036361,0.006430,2910347.579920,2910347.586354
R286:2910347.042427,0.075793,2910347.586362,2910347.662179
R287:2910347.144815,0.020682,2910347.662198,2910347.682898
R288:2910347.170013,0.214219,2910347.682903,2910347.897141
R289:2910347.269516,0.051790,2910347.897148,2910347.948952
R290:2910347.403452,0.158420,2910347.948958,2910348.107395
R291:2910347.461194,0.247849,2910348.107400,2910348.355271
R292:2910347.766255,0.121398,2910348.355277,2910348.476689
R293:2910347.995627,0.064123,2910348.476694,2910348.540828
R294:2910348.036232,0.054102,2910348.540833,2910348.594947
R295:2910348.060983,0.052306,2910348.594951,2910348.647270
R296:2910348.360217,0.284973,2910348.647277,2910348.932268
R297:2910348.575930,0.051047,2910348.932274,2910348.983340
R298:2910348.596257,0.121196,2910348.983369,2910349.104583
R299:2910348.747795,0.024821,2910349.104589,2910349.129421
R300:2910348.982976,0.275881,2910349.129425,2910349.405321
R301:2910349.126386,0.042900,2910349.405327,2910349.448241
R302:2910349.166731,0.067370,2910349.448246,2910349.515629
R303:2910349.249029,0.017666,2910349.515634,2910349.533310
R304:2910349.346378,0.037204,2910349.533314,2910349.570534
R305:2910349.411401,0.206932,2910349.570540,2910349.777491
R306:2910349.517519,0.077732,2910349.777498,2910349.855243
R307:2910349.541198,0.009690,2910349.855248,2910349.864942
R308:2910349.741787,0.018491,2910349.864946,2910349.883442
R309:2910349.788576,0.074849,2910349.883448,2910349.958315
R310:2910349.892587,0.075599,2910349.958321,2910350.033938
R311:2910350.005484,0.068580,2910350.033943,2910350.102537
R312:2910350.011569,0.023158,2910350.102542,2910350.125715
R313:2910350.094504,0.035113,2910350.125720,2910350.160839
R314:2910350.096432,0.214415,2910350.160845,2910350.375275
R315:2910350.097350,0.122722,2910350.375285,2910350.498015
R316:2910350.189345,0.225595,2910350.498020,2910350.723623
R317:2910350.407580,0.049514,2910350.723631,2910350.773161
R318:2910350.426609,0.132156,2910350.773171,2910350.905339
R319:2910350.493509,0.281006,2910350.905347,2910351.186367
R320:2910350.595413,0.028881,2910351.186373,2910351.215271
R321:2910350.612308,0.037979,2910351.215279,2910351.253275
R322:2910350.826200,0.114741,2910351.253280,2910351.368038
R323:2910351.055914,0.026568,2910351.368043,2910351.394627
R324:2910351.120523,0.010873,2910351.394633,2910351.405516
R325:2910351.413612,0.081336,2910351.413712,2910351.495070
R326:2910351.614390,0.215346,2910351.614491,2910351.829873
R327:2910351.741236,0.027640,2910351.829902,2910351.857567
R328:2910351.761602,0.018906,2910351.857574,2910351.876497
R329:2910351.779915,0.016156,2910351.876504,2910351.892669
R330:2910351.878318,0.021516,2910351.892675,2910351.914197
R331:2910351.891884,0.001164,2910351.914203,2910351.915368
R332:2910352.185507,0.010652,2910352.185584,2910352.196262
R333:2910352.203054,0.087139,2910352.203117,2910352.290278
R334:2910352.265028,0.008859,2910352.290291,2910352.299156
R335:2910352.511817,0.006097,2910352.511898,2910352.518045
R336:2910352.607083,0.057170,2910352.607165,2910352.664359
R337:2910352.657148,0.028915,2910352.664432,2910352.693382
R338:2910352.714538,0.202906,2910352.714613,2910352.917539
R339:2910352.742538,0.017633,2910352.917553,2910352.935190
R340:2910352.826054,0.047113,2910352.935196,2910352.982324
R341:2910352.829604,0.116660,2910352.982334,2910353.099009
R342:2910352.997770,0.516639,2910353.099016,2910353.615666
R343:2910353.041877,0.061782,2910353.615674,2910353.677469
R344:2910353.045532,0.090341,2910353.677473,2910353.767828
R345:2910353.067980,0.033077,2910353.767835,2910353.800916
R346:2910353.188331,0.086706,2910353.800920,2910353.887641
R347:2910353.408497,0.004289,2910353.887645,2910353.891944
R348:2910353.450303,0.135519,2910353.891947,2910354.027479
R349:2910353.595869,0.095455,2910354.027487,2910354.122949
R350:2910353.715859,0.031278,2910354.122956,2910354.154243
R351:2910353.950419,0.029477,2910354.154247,2910354.183732
R352:2910354.090070,0.017464,2910354.183741,2910354.201214
R353:2910354.255837,0.004577,2910354.255958,2910354.260572
R354:2910354.345294,0.014260,2910354.345393,2910354.359690
R355:2910354.356016,0.012198,2910354.359711,2910354.371918
R356:2910354.384018,0.004984,2910354.384083,2910354.389087
R357:2910354.472984,0.242465,2910354.473075,2910354.715565
R358:2910354.693337,0.216100,2910354.715578,2910354.931700
R359:2910354.699122,0.024751,2910354.931709,2910354.956473
R360:2910354.762446,0.015411,2910354.956479,2910354.971893
R361:2910354.850909,0.053912,2910354.971900,2910355.025830
R362:2910354.938773,0.217050,2910355.025836,2910355.242904
R363:2910355.107826,0.072739,2910355.242911,2910355.315660
R364:2910355.182616,0.021266,2910355.315666,2910355.336947
R365:2910355.313347,0.083666,2910355.336952,2910355.420631
R366:2910355.344049,0.001399,2910355.420638,2910355.422044
R367:2910355.421318,0.035585,2910355.422048,2910355.457637
R368:2910355.689452,0.061622,2910355.689535,2910355.751183
R369:2910355.712510,0.030581,2910355.751196,2910355.781795
R370:2910355.763769,0.086335,2910355.781802,2910355.868150
R371:2910355.877698,0.026114,2910355.877773,2910355.903918
R372:2910355.936295,0.033734,2910355.936383,2910355.970150
R373:2910356.057788,0.118652,2910356.057880,2910356.176568
R374:2910356.081960,0.095889,2910356.176582,2910356.272495
R375:2910356.111827,0.155427,2910356.272503,2910356.427942
R376:2910356.113472,0.076517,2910356.427949,2910356.504479
R377:2910356.304817,0.091875,2910356.504484,2910356.596368
R378:2910356.343628,0.156990,2910356.596375,2910356.753372
R379:2910356.418486,0.024668,2910356.753378,2910356.778059
R380:2910356.447303,0.060194,2910356.778065,2910356.838277
R381:2910356.454932,0.078769,2910356.838283,2910356.917068
R382:2910356.675500,0.143518,2910356.917083,2910357.060622
R383:2910356.751248,0.111220,2910357.060632,2910357.171863
R384:2910357.070578,0.037183,2910357.171870,2910357.209059
R385:2910357.112749,0.002013,2910357.209066,2910357.211080
R386:2910357.117256,0.055665,2910357.211084,2910357.266763
R387:2910357.117777,0.102658,2910357.266771,2910357.369440
R388:2910357.152447,0.059006,2910357.369447,2910357.428463
R389:2910357.324030,0.006791,2910357.428471,2910357.435265
R390:2910357.387065,0.055081,2910357.435270,2910357.490363
R391:2910357.408280,0.003697,2910357.490371,2910357.494073
R392:2910357.665198,0.023404,2910357.665289,2910357.688718
R393:2910357.674039,0.078733,2910357.688731,2910357.767476
R394:2910357.798305,0.271566,2910357.798391,2910358.069983
R395:2910357.808078,0.015136,2910358.069997,2910358.085143
R396:2910358.010193,0.117988,2910358.085149,2910358.203149
R397:2910358.074829,0.000584,2910358.203156,2910358.203745
R398:2910358.225135,0.111130,2910358.225204,2910358.336358
R399:2910358.311576,0.213201,2910358.336373,2910358.549586
R400:2910358.447747,0.129124,2910358.549615,2910358.678764
R401:2910358.457898,0.008917,2910358.678771,2910358.687698
R402:2910358.750593,0.022795,2910358.750673,2910358.773499
R403:2910358.782762,0.008322,2910358.782824,2910358.791162
R404:2910358.948714,0.027053,2910358.948808,2910358.975891
R405:2910359.086069,0.231335,2910359.086157,2910359.317525
R406:2910359.105120,0.008473,2910359.317548,2910359.326030
R407:2910359.248202,0.155508,2910359.326036,2910359.481566
R408:2910359.645125,0.098263,2910359.645212,2910359.743506
R409:2910359.686939,0.047489,2910359.743520,2910359.791024
R410:2910359.747934,0.032628,2910359.791031,2910359.823665
R411:2910359.854088,0.011603,2910359.854153,2910359.865777
R412:2910359.945862,0.039568,2910359.945957,2910359.985549
R413:2910359.954361,0.089871,2910359.985561,2910360.075440
R414:2910359.969099,0.177164,2910360.075446,2910360.252626
R415:2910359.981262,0.019735,2910360.252636,2910360.272382
R416:2910360.068607,0.062721,2910360.272388,2910360.335126
R417:2910360.178992,0.239051,2910360.335132,2910360.574195
R418:2910360.216461,0.010851,2910360.574238,2910360.585093
R419:2910360.362662,0.060290,2910360.585098,2910360.645401
R420:2910360.366586,0.019809,2910360.645405,2910360.665222
R421:2910360.417564,0.014546,2910360.665225,2910360.679781
R422:2910360.477842,0.047395,2910360.679785,2910360.727189
R423:2910360.514705,0.087434,2910360.727194,2910360.814642
R424:2910360.515259,0.051650,2910360.814648,2910360.866311
R425:2910360.528760,0.126272,2910360.866316,2910360.992599
R426:2910360.537562,0.096180,2910360.992604,2910361.088795
R427:2910360.691719,0.168241,2910361.088799,2910361.257057
R428:2910360.932784,0.004028,2910361.257062,2910361.261096
R429:2910360.939276,0.016247,2910361.261100,2910361.277351
R430:2910361.014169,0.009667,2910361.277355,2910361.287024
R431:2910361.277109,0.075568,2910361.287029,2910361.362610
R432:2910361.326227,0.100425,2910361.362615,2910361.463054
R433:2910361.427968,0.043493,2910361.463061,2910361.506561
R434:2910361.505510,0.071832,2910361.506568,2910361.578414
R435:2910361.678368,0.020890,2910361.678441,2910361.699359
R436:2910361.932921,0.039060,2910361.933020,2910361.972112
R437:2910362.088656,0.008548,2910362.088744,2910362.097328
R438:2910362.136787,0.040826,2910362.136866,2910362.177723
R439:2910362.301815,0.226737,2910362.301890,2910362.528659
R440:2910362.439384,0.148383,2910362.528674,2910362.677074
R441:2910362.628630,0.084035,2910362.677081,2910362.761130
R442:2910362.753982,0.081660,2910362.761137,2910362.842810
R443:2910362.826608,0.072056,2910362.842819,2910362.914890
R444:2910362.896428,0.002493,2910362.914895,2910362.917394
R445:2910363.007874,0.076296,2910363.007957,2910363.084283
R446:2910363.148931,0.012951,2910363.149021,2910363.162003
R447:2910363.163919,0.125202,2910363.163985,2910363.289215
R448:2910363.185734,0.110767,2910363.289229,2910363.400014
R449:2910363.371716,0.091561,2910363.400021,2910363.491590
R450:2910363.392075,0.009298,2910363.491597,2910363.500898
R451:2910363.429629,0.008987,2910363.500904,2910363.509894
R452:2910363.648956,0.026262,2910363.649055,2910363.675344
R453:2910363.714327,0.028276,2910363.714418,2910363.742718
R454:2910363.736628,0.244790,2910363.742730,2910363.987533
R455:2910363.843831,0.058923,2910363.987541,2910364.046477
R456:2910363.868940,0.229529,2910364.046483,2910364.276025
R457:2910364.019668,0.029083,2910364.276035,2910364.305125
R458:2910364.035018,0.086190,2910364.305131,2910364.391333
R459:2910364.117358,0.022089,2910364.391340,2910364.413433
R460:2910364.324058,0.082710,2910364.413439,2910364.496160
R461:2910364.436156,0.139719,2910364.496167,2910364.635902
R462:2910364.614881,0.002405,2910364.635908,2910364.638320
R463:2910364.763312,0.080103,2910364.763405,2910364.843540
R464:2910364.852597,0.124095,2910364.852677,2910364.976791
R465:2910364.996905,0.006655,2910364.996987,2910365.003657
R466:2910365.030373,0.015801,2910365.030438,2910365.046267
R467:2910365.242428,0.037163,2910365.242522,2910365.279714
R468:2910365.262169,0.039663,2910365.279728,2910365.319408
R469:2910365.320704,0.008844,2910365.320717,2910365.329576
R470:2910365.424998,0.169660,2910365.425091,2910365.594778
R471:2910365.464431,0.009167,2910365.594793,2910365.603978
R472:2910365.557990,0.115431,2910365.603985,2910365.719435
R473:2910365.721884,0.038080,2910365.721974,2910365.760079
R474:2910365.772777,0.026476,2910365.772868,2910365.799375
R475:2910365.822929,0.005890,2910365.823020,2910365.828932
R476:2910365.914493,0.047165,2910365.914569,2910365.961762
R477:2910366.146330,0.093622,2910366.146424,2910366.240081
R478:2910366.359418,0.053165,2910366.359509,2910366.412706
R479:2910366.421188,0.021178,2910366.421283,2910366.442494
R480:2910366.455811,0.071644,2910366.455904,2910366.527567
R481:2910366.484083,0.011231,2910366.527580,2910366.538815
